Order_ID,Order_Date,Customer_Name,Product_Name,Quantity,Unit_Price,Discount_Percent,Total_Sales,Shipping_Cost,Profit,Profit_Margin,Revenue_Per_Unit,Shipping_Cost_Ratio,High_Value_Order,Order_Size,Price_Category,Discount_Band,Profit_Category,Year,Month,Quarter,Weekend_Order,Customer_Segment_Corporate,Customer_Segment_Home Office,Region_Europe,Region_Middle East & Africa,Region_North America,Region_South America,Country_Australia,Country_Brazil,Country_Canada,Country_China,Country_Colombia,Country_France,Country_Germany,Country_India,Country_Italy,Country_Japan,Country_Mexico,Country_Nigeria,Country_Saudi Arabia,Country_South Africa,Country_South Korea,Country_Spain,Country_UAE,Country_United Kingdom,Country_United States,Product_Category_Furniture,Product_Category_Office Supplies,Product_Category_Technology,Payment_Method_Cash on Delivery,Payment_Method_Credit Card,Payment_Method_PayPal,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday
ORD-10446,2023-01-08,Raj Martinez,Leather Wallet Minimalist,-0.5760348509067311,-0.43408974772466913,0.8853965666810519,-0.4604839982970484,0.25812138888274877,-0.48310708644426126,-0.013434785334359012,-0.46619606965029337,-0.014765989967539583,0,2,3,0,1,2023,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ORD-11499,2023-01-08,Kenji Rossi,Paper Clips Box 500pc,-0.2061890397306598,-0.8264410594876981,0.19663999983464828,-0.5783700051419708,-0.05594149339735597,-0.5926758529872039,-1.070274253630841,-0.8252016330399925,1.2507771212129206,0,2,0,2,1,2023,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
ORD-10271,2023-01-09,Mary Khan,Webcam HD 1080p,-0.9458806620828024,-0.3102424355577471,0.19663999983464828,-0.5187603143887166,-0.917699402092765,-0.5124805314896155,0.014131826812940803,-0.3176895472657594,-0.11544169390860384,0,2,2,2,1,2023,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
ORD-11356,2023-01-12,Maria Tanaka,Travel Backpack 30L,-0.9458806620828024,-0.1746662027884587,-1.180873133858159,-0.47792244730249606,-0.2838285848079196,-0.44435449681759337,0.38610208682650604,-0.10250662707592445,-0.09200571036822493,0,2,2,1,2,2023,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ORD-10793,2023-01-13,Zara Brown,Tape Dispenser Heavy Duty,-0.9458806620828024,-0.7252948839705173,-1.180873133858159,-0.5920697761747362,-0.7166225567305028,-0.5808973923502054,-0.8207427125052826,-0.7039718188485361,1.185420434720033,0,2,0,1,1,2023,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ORD-11330,2023-01-13,Marco Moreau,Business Casual Blazer,-0.2061890397306598,-0.2700109767173722,2.951666267220263,-0.3483759483189985,0.0934298774431818,-0.44842606345754343,-0.13336744857261157,-0.42128593393845837,-0.32042402881811494,0,2,2,3,2,2023,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ORD-11886,2023-01-13,Christopher Johansson,Corner L-Shaped Desk,-0.2061890397306598,3.5977582386952203,0.8853965666810519,1.7573102329384966,0.35195725005180445,1.2707202437142415,0.2786997018370262,3.277187726968392,-0.6726239504742315,1,2,1,0,0,2023,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ORD-10339,2023-01-14,Susan Davis,Ergonomic Office Chair,-0.5760348509067311,4.710113934532544,-0.4921165670117554,1.5860369504277212,0.13173022894075542,1.5976088796645205,0.5450576166109363,4.925499916514727,-0.672954034749448,1,2,1,1,0,2023,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
ORD-10402,2023-01-14,Jamal Schmidt,Folding Table Portable,0.9033483937975542,0.29322944704787607,-1.180873133858159,0.8815968154910196,-0.5136306937933619,1.0334060738428645,0.6524600016004162,0.4085872486630562,-0.6676726863459823,1,1,1,1,0,2023,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
ORD-10560,2023-01-14,Sarah Davis,Wool Blend Scarf,-0.9458806620828024,-0.5729450335655868,-0.4921165670117554,-0.564147342085054,-0.7606679609527126,-0.5512331211162833,-0.22752353941338888,-0.556842907988905,0.3866164886958511,0,2,3,1,1,2023,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ORD-10686,2023-01-15,Clara Smith,Whiteboard Markers Set 8,0.5335025826214829,-0.799830282637168,2.2629097003738594,-0.5362771971977869,1.4990527774041378,-0.6202316343540091,-1.282214960010081,-0.8195534257878905,1.1157726526493295,0,1,0,3,1,2023,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
ORD-11718,2023-01-15,Robert Khan,Wool Blend Scarf,-0.5760348509067311,-0.3320607502266651,0.19663999983464828,-0.4122472090690862,0.3691924082257126,-0.41200008333941857,0.24683699429014716,-0.33918028705424486,-0.14712978432939774,0,2,2,2,2,2023,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ORD-10736,2023-01-17,Jennifer Russo,Smart LED Desk Lamp,-0.5760348509067311,-0.5097602032238068,-1.180873133858159,-0.4613467701368982,-1.0249403862859714,-0.41708954163935613,0.48383825716693274,-0.46853800924262834,-0.3471608551106598,0,2,3,1,2,2023,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
ORD-10846,2023-01-17,Yuki Costa,Sticky Notes Multicolor 6-Pack,-0.5760348509067311,-0.7809126687623835,-0.4921165670117554,-0.5767490398671016,0.45153816394549606,-0.6055449118313319,-1.3523845182032082,-0.7725768727887011,1.5976956944655711,0,2,0,1,1,2023,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ORD-11128,2023-01-18,Amir Oliveira,Standing Desk Converter,0.5335025826214829,3.2823385566896466,0.19663999983464828,3.291266274988904,-0.7434328027788045,2.994956009185964,0.45519762116973794,3.2140931191278383,-0.7059624622711085,1,1,1,2,0,2023,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ORD-10279,2023-01-20,Ivan Zhang,Desk Calendar 2025,1.2731942049736253,-0.791128180254767,1.5741531335274555,-0.47823618251698685,1.0260434364091024,-0.5214961433352193,-0.25151007206103937,-0.8050885047764098,0.28957171178216945,0,1,0,0,1,2023,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD-10344,2023-01-20,Sakura Martinez,Floating Wall Shelves Set,-0.5760348509067311,-0.07503343638126075,-0.4921165670117554,-0.29872735062582756,-0.3642593229528244,-0.31464601671632614,0.29481005958544815,-0.040100824997822394,-0.44222512637304184,1,2,2,1,2,2023,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ORD-10589,2023-01-20,Mary Davis,Portable External SSD 1TB,0.16365677144541152,0.604361136575164,-1.180873133858159,0.6345826232819209,1.077748910930827,0.8745422683376689,0.7577143388901063,0.7484440118566048,-0.599675325651362,1,1,1,1,0,2023,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ORD-11029,2023-01-20,Karen Rossi,Whiteboard Markers Set 8,0.16365677144541152,-0.6735867393794399,-1.180873133858159,-0.4251103528632094,0.5951644820613979,-0.37535598357986766,0.5328853463121285,-0.6474897463275167,-0.06262820987394715,0,1,3,1,2,2023,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ORD-11026,2023-01-22,Chen Singh,Smart LED Desk Lamp,-0.2061890397306598,-0.4836538960766043,-0.4921165670117554,-0.37279500584686664,0.3385521270276536,-0.37906401748410795,0.263663367938499,-0.464129652362939,-0.2398834656652635,0,2,3,1,2,2023,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
ORD-10968,2023-01-23,Wei Müller,Floating Wall Shelves Set,0.16365677144541152,-0.4559080623935871,-0.4921165670117554,-0.26405960942459294,-0.11913707336835265,-0.2883989531980764,0.29122998008579876,-0.4353375714924681,-0.4389242836208758,1,1,3,1,2,2023,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
ORD-11723,2023-01-23,Raj Costa,Stapler Full-Size,-0.9458806620828024,-0.8171083699761378,0.8853965666810519,-0.6144495548084141,-0.9445096481410665,-0.6106343701312695,-2.9601982214957214,-0.8218953653802255,2.8978976545437747,0,2,0,0,1,2023,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
ORD-10408,2023-01-24,Hanna Sato,Paper Clips Box 500pc,-0.5760348509067311,-0.8172344874019696,-0.4921165670117554,-0.5910501367276411,-0.6898123106822011,-0.5831512953116064,-0.8866161752988302,-0.8103234285710409,1.1679259681335528,0,2,0,1,1,2023,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ORD-11828,2023-01-24,Sarah Zhang,Canvas Messenger Bag,0.16365677144541152,-0.19497110834739398,1.5741531335274555,-0.14928481012337114,0.1872657386122375,-0.17359531526091215,0.3574614508293114,-0.28407582605812837,-0.4782043123716517,1,1,2,0,2,2023,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ORD-11035,2023-01-25,Linda Russo,Whiteboard Markers Set 8,1.6430400161496967,-0.7304656984296252,0.19663999983464828,-0.3433561848871455,1.7231098336649437,-0.3334770124260953,0.3667696575283997,-0.730835243584143,-0.07418115950652834,0,0,0,2,2,2023,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
ORD-10599,2023-01-26,Chen Laurent,Mechanical Gaming Keyboard,-0.9458806620828024,1.1885370530285069,-0.4921165670117554,-0.21723462866183937,-1.2815527413197154,-0.1353516714642381,0.6513859777505213,1.2711098244047698,-0.5970346514496292,1,2,1,1,2,2023,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
ORD-10780,2023-01-27,David Anderson,Ergonomic Office Chair,-0.5760348509067311,1.7505163025354362,-1.180873133858159,0.4757803155471552,0.3481272149020472,0.5492531764245132,0.5912406421564126,2.000417365688372,-0.6112282752839432,1,2,1,1,0,2023,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ORD-10636,2023-01-28,Ayumi Tanaka,Ballpoint Pen Pack 12,0.5335025826214829,-0.8110547335362067,0.8853965666810519,-0.5332182788565014,0.9188024522158955,-0.5750808685788481,-0.6846996915186081,-0.8162471581281234,0.7985616641661729,0,1,0,0,1,2023,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
ORD-10694,2023-01-28,Susan Johansson,Webcam HD 1080p,-0.2061890397306598,-0.22132965034626023,-1.180873133858159,-0.19592677867767175,-0.6744921700831715,-0.09827133242183544,0.6936309158463834,-0.15347825349733216,-0.5405902403875898,1,2,2,1,0,2023,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
ORD-10711,2023-01-28,Mary Ferrari,Premium Notebook Set A5,0.5335025826214829,-0.7955422901588834,-1.180873133858159,-0.4994394540963242,1.1466895436264595,-0.5099358023396466,-0.06677796987913408,-0.7807047807856283,0.49092311966429786,0,1,0,1,1,2023,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
ORD-10383,2023-01-29,Michael Harris,Canvas Messenger Bag,-0.9458806620828024,-0.24062561649854036,-1.180873133858159,-0.4915960737340539,-0.25318830360986055,-0.4645669169230599,0.30913037758404543,-0.17455570982834676,-0.021037591196654985,0,2,2,1,2,2023,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ORD-10435,2023-01-30,Priya Martin,Stapler Full-Size,0.16365677144541152,-0.7153316073297975,-0.4921165670117554,-0.4684058124629414,-0.8621638924212829,-0.3970952411753155,0.6911248601966288,-0.7045228634584972,-0.2864253484708047,0,1,0,1,2,2023,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ORD-10017,2023-01-31,Kenji Nilsson,Silk Tie Collection,-0.2061890397306598,-0.6937655275125433,-1.180873133858159,-0.48973980704831654,0.0015090338490047661,-0.47161945199583066,0.2325166762915499,-0.6695315307259633,0.04960044369969819,0,2,0,1,2,2023,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ORD-11220,2023-01-31,Amir Hassan,Cotton Formal Shirt,0.16365677144541152,-0.2488232491776136,-1.180873133858159,-0.07289028539485859,-0.8391836815227388,0.13991531601524504,0.9313481946230988,-0.18351018474021566,-0.594724061523113,1,1,2,1,0,2023,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
ORD-11237,2023-01-31,Ahmed Garcia,Corner L-Shaped Desk,0.16365677144541152,4.4885256173459025,-0.4921165670117554,3.630936933877622,-0.13445721396738217,3.702826952160145,0.5754882923579556,4.69557655300843,-0.7010111981428594,1,1,1,1,0,2023,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
ORD-11655,2023-01-31,Li Wang,USB-C Hub Multiport Adapter,-0.5760348509067311,-0.5591982341499101,0.19663999983464828,-0.49700800618402036,-0.03870633522344782,-0.5223686219009228,-0.19566083186650982,-0.5624911152410069,0.07765760709310958,0,2,3,2,1,2023,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
ORD-11858,2023-01-31,Ava Martinez,Binder Clips Assorted 48pc,-0.2061890397306598,-0.8157210782919868,-0.4921165670117554,-0.568984093308454,0.7924112922739022,-0.6071444558684551,-1.3076335244575914,-0.8086702947411575,1.5561050757882788,0,2,0,1,1,2023,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ORD-10787,2023-02-01,Ahmed Clark,Tablet Stand Holder,-0.2061890397306598,-0.6733345045277761,-1.180873133858159,-0.47703353086143874,-0.8219485233488306,-0.44442720336473535,0.3792999357771723,-0.6472142240225361,-0.25077624674741145,0,2,3,1,2,2023,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ORD-10950,2023-02-02,William Sharma,Webcam HD 1080p,0.9033483937975542,-0.5121564343146128,-0.4921165670117554,-0.14583372276397222,-0.5346958871170276,-0.08016740218348596,0.5966107614058865,-0.49374830014835164,-0.5468618416167054,1,1,3,1,0,2023,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
ORD-10374,2023-02-03,Felix Smith,Canvas Messenger Bag,3.1224232608539815,-0.6040960377460651,-0.4921165670117554,0.12450145372227679,2.0410027510948057,0.2495567891053297,0.6882607965969094,-0.5890790176716332,-0.4574090030330056,1,0,3,1,0,2023,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD-10745,2023-02-03,Yuki Kumar,Standing Desk Converter,0.16365677144541152,2.541272562501425,0.19663999983464828,1.9532901635904234,-0.50214058834409,1.745566703098421,0.439445271371281,2.4856121447591772,-0.691438754161578,1,1,1,2,0,2023,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ORD-11670,2023-02-03,Jamal Rossi,Floating Wall Shelves Set,-0.9458806620828024,-0.16609021783188976,0.8853965666810519,-0.4997270447096074,-0.39298458657600477,-0.5470888479291913,-0.42335388804420715,-0.21739942825282732,-0.025328686774470924,0,2,2,0,1,2023,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD-11158,2023-02-04,Maria Sharma,Desk Calendar 2025,2.3827316385018396,-0.8192523662152799,0.8853965666810519,-0.44743784229447214,2.1616488583121636,-0.5100085088867887,-0.24900401641128483,-0.8239617826675798,0.3965190169523491,0,0,0,0,1,2023,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
ORD-11430,2023-02-04,Karen Martinez,Paper Clips Box 500pc,-0.9458806620828024,-0.8645285220889307,0.19663999983464828,-0.622188356765854,-0.20339784666301478,-0.64800553536224,-8.784271551525249,-0.8626726665173516,8.36310299930509,0,2,0,2,1,2023,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
ORD-11760,2023-02-04,Sakura Thomas,Webcam HD 1080p,1.2731942049736253,0.0744157132295363,0.8853965666810519,0.5990782548420441,1.3286162132399346,0.48788885063669396,0.39612630942552407,0.00591139993393474,-0.5868020389179144,1,1,2,0,0,2023,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
ORD-10720,2023-02-05,Hans Chen,Bookshelf 5-Tier,-0.9458806620828024,1.4579238746054373,-0.4921165670117554,-0.1641872328116847,-0.7089624864309881,-0.1637072248496048,0.41868081027331494,1.5506272028075707,-0.5564342855979869,1,2,1,1,2,2023,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
ORD-11218,2023-02-05,Lucas Sharma,Business Casual Blazer,2.3827316385018396,0.8244360446518226,0.8853965666810519,2.448887224081075,0.8536918546700202,2.825767873986609,0.7047291622952964,0.7022940257723572,-0.677245130327264,1,0,1,0,0,2023,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ORD-10384,2023-02-07,Giulia Leroy,Sports Water Bottle 750ml,-0.9458806620828024,-0.811811438091198,-1.180873133858159,-0.6100049726031276,-0.3489391823537949,-0.6255392122953725,-3.3536489585071823,-0.7984759694568759,3.356054628544421,0,2,0,1,1,2023,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ORD-11503,2023-02-07,Felix Yamamoto,Noise Cancelling Earbuds,-0.5760348509067311,1.2616851600110068,-1.180873133858159,0.27310736698609117,-0.3853245162764899,0.4777099340368187,0.7820588794877217,1.466455138636003,-0.622121056366091,1,2,1,1,0,2023,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ORD-11711,2023-02-07,Layla Khan,Noise Cancelling Earbuds,-0.9458806620828024,-0.118417830867433,0.19663999983464828,-0.4829683553355566,-1.1570765989526006,-0.46471233001734386,0.2489850419899367,-0.12909452950655068,-0.33230706272591265,0,2,2,2,2,2023,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
